IP,SPEED,LAST_CHECK_TIME,DNS_POSITION,PORT,TYPE
125.118.147.196,0.231秒,17-02-26 20:13,浙江杭州,808,HTTP
106.46.136.163,3.461秒,17-03-01 07:52,,808,HTTP
106.46.136.127,0.187秒,17-03-01 07:50,,808,HTTP
125.120.207.200,0.197秒,17-02-26 14:21,浙江杭州,808,HTTP
106.46.125.149,2.914秒,17-02-26 14:18,,808,HTTP
111.76.129.161,1.245秒,17-02-27 07:00,江西新余,808,HTTP
111.72.126.213,2.586秒,17-02-27 06:56,江西吉安,808,HTTP
125.120.62.73,3.624秒,17-02-27 03:00,浙江杭州,808,HTTP
125.120.204.244,0.32秒,17-02-27 03:00,浙江杭州,808,HTTP
125.118.66.204,1.942秒,17-02-26 22:54,浙江杭州,808,HTTP
125.121.112.182,0.361秒,17-02-26 22:54,浙江杭州,808,HTTP
121.31.172.129,1.309秒,17-02-28 21:45,广西北海,8123,HTTP
106.46.136.241,0.853秒,17-02-28 21:42,,808,HTTP
60.176.239.95,0.414秒,17-02-27 20:00,浙江杭州,808,HTTP
222.86.37.15,3.836秒,17-02-27 19:54,贵州贵阳,8998,HTTP
125.120.8.208,0.176秒,17-02-27 18:10,浙江杭州,808,HTTP
125.120.11.149,0.215秒,17-02-27 18:10,浙江杭州,808,HTTP
220.191.101.24,1.973秒,17-02-27 13:56,浙江杭州,808,HTTP
125.122.117.230,0.199秒,17-02-27 13:54,浙江杭州,808,HTTP
111.72.126.95,0.266秒,17-02-28 13:43,江西吉安,808,HTTP
125.120.10.92,0.188秒,17-02-28 13:40,浙江杭州,808,HTTP
111.76.186.136,0.158秒,17-02-28 18:09,江西新余,808,HTTP
125.118.246.224,0.216秒,17-02-28 18:09,浙江杭州,808,HTTP
114.99.5.93,0.254秒,17-02-28 03:01,安徽安庆,808,HTTP
115.204.26.96,0.439秒,17-02-28 02:54,浙江杭州,808,HTTP
119.5.0.32,0.289秒,17-03-01 10:51,四川南充,808,HTTP
113.69.253.99,0.532秒,17-03-01 10:41,广东佛山,808,HTTP
111.76.226.165,5.618秒,17-02-28 06:18,江西南昌,808,HTTP
125.122.117.30,0.269秒,17-02-28 06:18,浙江杭州,808,HTTP
110.72.18.119,0.409秒,17-03-01 04:10,广西贵港,8123,HTTP
125.118.79.116,0.257秒,17-03-01 04:02,浙江杭州,808,HTTP
106.46.136.201,0.438秒,17-03-01 00:00,,808,HTTP
121.31.147.195,2.04秒,17-03-01 00:00,广西北海,8123,HTTP
60.176.238.188,0.229秒,17-02-28 10:45,浙江杭州,808,HTTP
110.73.2.226,0.514秒,17-02-28 10:36,广西防城港,8123,HTTP
175.155.24.67,0.953秒,17-03-01 14:11,四川德阳,808,HTTP
180.102.188.25,3.9秒,17-03-01 14:10,江苏苏州,8998,HTTP
115.204.27.213,0.313秒,17-02-26 10:40,浙江杭州,808,HTTP
125.121.123.232,0.317秒,17-02-26 10:40,浙江杭州,808,HTTP
125.120.10.48,1.174秒,17-02-26 20:09,浙江杭州,808,HTTP
113.123.76.161,0.15秒,17-02-26 20:09,山东滨州,808,HTTP
106.46.136.30,3.869秒,17-03-01 07:50,,808,HTTP
119.5.0.46,6.791秒,17-03-01 07:50,四川南充,808,HTTP
125.118.145.237,0.251秒,17-02-26 14:18,浙江杭州,808,HTTP
115.198.33.76,0.286秒,17-02-26 14:18,浙江杭州,808,HTTP
115.203.222.92,4.845秒,17-02-27 06:56,浙江台州,8998,HTTP
125.121.2.20,0.391秒,17-02-27 06:52,浙江杭州,8998,HTTP
175.155.24.3,0.259秒,17-02-27 02:55,四川德阳,808,HTTP
125.120.207.98,0.205秒,17-02-27 02:54,浙江杭州,808,HTTP
110.73.10.50,5.231秒,17-02-26 22:54,广西防城港,8123,HTTP
175.155.225.208,1.293秒,17-02-26 22:45,四川德阳,808,HTTP
115.198.34.67,0.663秒,17-02-28 21:41,浙江杭州,808,HTTP
125.118.78.3,0.559秒,17-02-28 21:36,浙江杭州,808,HTTP
125.118.78.216,0.18秒,17-02-27 19:45,浙江杭州,808,HTTP
114.235.177.42,0.179秒,17-02-27 19:45,江苏徐州,8998,HTTP
125.118.242.47,0.168秒,17-02-27 18:10,浙江杭州,808,HTTP
125.118.246.176,0.231秒,17-02-27 18:10,浙江杭州,808,HTTP
106.46.136.214,5.178秒,17-02-27 13:50,,808,HTTP
115.198.33.115,6.2秒,17-02-27 13:44,浙江杭州,808,HTTP
125.118.72.40,0.359秒,17-02-28 13:36,浙江杭州,808,HTTP
125.122.117.31,5.158秒,17-02-28 13:32,浙江杭州,808,HTTP
114.99.21.132,0.482秒,17-02-28 18:00,安徽安庆,808,HTTP
14.108.198.239,0.319秒,17-02-28 17:59,重庆,8998,HTTP
220.191.101.251,2.49秒,17-02-28 02:54,浙江杭州,808,HTTP
125.118.75.99,4.091秒,17-02-28 02:51,浙江杭州,808,HTTP
183.141.111.115,4.471秒,17-03-01 10:36,浙江嘉兴,3128,HTTP
210.51.165.44,0.348秒,17-03-01 10:31,北京,808,HTTP
125.118.150.197,1.189秒,17-02-28 06:09,浙江杭州,808,HTTP
125.120.8.90,5.179秒,17-02-28 06:09,浙江杭州,808,HTTP
106.46.136.186,4.439秒,17-03-01 04:01,,808,HTTP
60.176.234.249,7.198秒,17-03-01 04:01,浙江杭州,808,HTTP
125.120.202.201,0.632秒,17-03-01 00:00,浙江杭州,808,HTTP
106.46.136.68,4.228秒,17-02-28 23:57,,808,HTTP
115.198.33.255,6.771秒,17-02-28 10:36,浙江杭州,808,HTTP
171.39.112.177,6.619秒,17-02-28 10:36,广西,9999,HTTP
119.5.0.31,1.172秒,17-03-01 14:10,四川南充,808,HTTP
115.51.107.157,1.509秒,17-03-01 14:10,河南许昌,80,HTTP
115.200.26.193,1.125秒,17-02-26 10:37,浙江杭州,80,HTTP
125.118.73.42,0.186秒,17-02-26 10:30,浙江杭州,808,HTTP
111.72.126.54,1.173秒,17-02-26 20:06,江西吉安,808,HTTP
111.76.130.154,0.196秒,17-02-26 20:02,江西新余,808,HTTP
119.5.0.51,0.782秒,17-03-01 07:50,四川南充,808,HTTP
175.155.24.31,0.407秒,17-03-01 07:46,四川德阳,808,HTTP
110.73.2.155,4.289秒,17-02-26 14:16,广西防城港,8123,HTTP
125.118.78.185,1.148秒,17-02-26 14:09,浙江杭州,808,HTTP
125.124.143.77,1.821秒,17-02-27 06:50,浙江嘉兴,3128,HTTP
183.159.8.53,2.133秒,17-02-27 06:50,浙江杭州,80,HTTP
171.39.43.177,0.324秒,17-02-27 02:52,广西百色,8123,HTTP
60.176.233.215,0.243秒,17-02-27 02:50,浙江杭州,808,HTTP
125.118.77.172,0.28秒,17-02-26 22:44,浙江杭州,808,HTTP
125.122.171.119,0.388秒,17-02-26 22:42,浙江杭州,808,HTTP
60.176.238.100,0.416秒,17-02-28 21:36,浙江杭州,808,HTTP
114.233.54.137,7.864秒,17-02-28 21:33,江苏泰州市泰兴,8998,HTTP
113.123.78.41,0.214秒,17-02-27 19:45,山东滨州,808,HTTP
125.118.78.159,5.785秒,17-02-27 19:40,浙江杭州,808,HTTP
115.201.114.220,0.274秒,17-02-27 18:10,浙江台州,8998,HTTP
125.118.145.217,6.78秒,17-02-27 18:09,浙江杭州,808,HTTP
111.72.127.51,2.328秒,17-02-27 13:40,江西吉安,808,HTTP
115.204.25.184,6.399秒,17-02-27 13:40,浙江杭州,808,HTTP
175.155.24.59,0.282秒,17-02-28 13:30,四川德阳,808,HTTP
182.90.108.86,5.051秒,17-02-28 13:30,广西梧州,8123,HTTP
115.211.244.255,0.238秒,17-02-28 17:45,浙江金华,8998,HTTP
125.118.149.181,0.259秒,17-02-28 17:45,浙江杭州,808,HTTP
125.120.11.199,0.403秒,17-02-28 02:50,浙江杭州,808,HTTP
60.176.235.31,3.586秒,17-02-28 02:46,浙江杭州,808,HTTP
218.75.100.26,4.11秒,17-03-01 10:29,浙江金华,808,HTTP
113.123.79.115,0.987秒,17-03-01 10:27,山东滨州,808,HTTP
125.120.200.109,0.197秒,17-02-28 06:01,浙江杭州,808,HTTP
125.120.203.13,0.876秒,17-02-28 06:01,浙江杭州,808,HTTP
182.88.207.127,4.758秒,17-03-01 04:01,广西南宁,8123,HTTP
119.5.1.11,0.835秒,17-03-01 04:00,四川南充,808,HTTP
220.191.15.101,0.689秒,17-02-28 23:54,浙江杭州,808,HTTP
125.118.144.75,2.789秒,17-02-28 23:54,浙江杭州,808,HTTP
60.176.239.196,0.246秒,17-02-28 10:36,浙江杭州,808,HTTP
113.123.78.188,0.222秒,17-02-28 10:36,山东滨州,808,HTTP
183.128.243.62,0.869秒,17-03-01 14:10,浙江杭州,808,HTTP
115.85.233.94,0.165秒,17-03-01 14:10,甘肃金昌,80,HTTP
125.122.117.205,1.318秒,17-02-26 10:27,浙江杭州,808,HTTP
125.118.75.119,0.172秒,17-02-26 10:27,浙江杭州,808,HTTP
125.120.205.174,5.753秒,17-02-26 20:00,浙江杭州,808,HTTP
14.110.245.7,3.913秒,17-02-26 19:56,重庆,8998,HTTP
60.176.237.158,5.95秒,17-03-01 07:45,浙江杭州,808,HTTP
119.5.0.35,0.252秒,17-03-01 07:42,四川南充,808,HTTP
125.121.113.174,0.64秒,17-02-26 14:09,浙江杭州,808,HTTP
125.121.115.35,1.113秒,17-02-26 14:09,浙江杭州,808,HTTP
106.46.136.154,0.124秒,17-02-27 06:41,,808,HTTP
119.97.23.17,3.002秒,17-02-27 06:36,湖北武汉,8123,HTTP
1.190.71.154,0.281秒,17-02-27 02:45,黑龙江,808,HTTP
112.90.159.146,5.29秒,17-02-27 02:37,广东珠海,8888,HTTP
171.38.172.75,2.26秒,17-02-26 22:36,广西钦州,8123,HTTP
121.204.165.170,0.58秒,17-02-26 22:31,福建厦门,8118,HTTP
115.198.38.226,0.195秒,17-02-28 21:33,浙江杭州,808,HTTP
1.197.153.90,0.531秒,17-02-28 21:27,河南南阳,808,HTTP
115.204.29.10,3.486秒,17-02-27 19:36,浙江杭州,808,HTTP
125.118.243.86,0.275秒,17-02-27 19:30,浙江杭州,808,HTTP
60.176.233.158,6.03秒,17-02-27 18:06,浙江杭州,808,HTTP
60.176.238.32,6.444秒,17-02-27 18:03,浙江杭州,808,HTTP
113.123.79.188,0.498秒,17-02-27 13:36,山东滨州,808,HTTP
106.44.210.66,3.038秒,17-02-27 13:36,,8998,HTTP
110.73.6.12,5.787秒,17-02-28 13:27,广西防城港,8123,HTTP
125.118.150.77,1.077秒,17-02-28 13:27,浙江杭州,808,HTTP
110.73.11.5,3.053秒,17-02-28 17:43,广西防城港,8123,HTTP
106.46.136.213,0.138秒,17-02-28 17:40,,808,HTTP
220.191.101.71,7.63秒,17-02-28 02:45,浙江杭州,808,HTTP
113.69.38.40,1.151秒,17-02-28 02:45,广东佛山,808,HTTP
125.120.200.36,3.498秒,17-03-01 10:27,浙江杭州,808,HTTP
111.72.245.87,0.257秒,17-03-01 10:27,江西鹰潭,808,HTTP
125.121.112.192,0.203秒,17-02-28 06:00,浙江杭州,808,HTTP
125.122.168.109,0.217秒,17-02-28 05:45,浙江杭州,808,HTTP
120.132.8.152,3.929秒,17-03-01 04:00,北京,8888,HTTP
182.88.39.184,1.027秒,17-03-01 03:55,广西南宁,8123,HTTP
106.46.136.183,1.346秒,17-02-28 23:52,,808,HTTP
106.46.136.173,3.274秒,17-02-28 23:51,,808,HTTP
106.46.136.225,0.126秒,17-02-28 10:31,,808,HTTP
119.5.1.46,0.549秒,17-02-28 10:31,四川南充,808,HTTP
106.46.136.250,0.14秒,17-03-01 14:10,,808,HTTP
106.46.136.242,0.183秒,17-03-01 14:10,,808,HTTP
114.113.148.252,0.058秒,17-02-26 10:23,北京,808,HTTP
125.121.118.144,2.834秒,17-02-26 10:21,浙江杭州,808,HTTP
125.118.78.92,0.223秒,17-02-26 19:54,浙江杭州,808,HTTP
115.198.36.64,0.758秒,17-02-26 19:54,浙江杭州,808,HTTP
125.122.170.77,0.808秒,17-03-01 07:41,浙江杭州,808,HTTP
113.69.37.228,1.141秒,17-03-01 07:40,广东佛山,808,HTTP
113.123.77.41,4.273秒,17-02-26 14:09,山东滨州,808,HTTP
222.45.148.171,0.228秒,17-02-26 14:01,江苏无锡,8998,HTTP
125.120.206.200,5.343秒,17-02-27 06:36,浙江杭州,808,HTTP
175.155.24.26,3.329秒,17-02-27 06:31,四川德阳,808,HTTP
106.46.136.45,0.606秒,17-02-27 02:30,,808,HTTP
113.121.243.161,0.577秒,17-02-27 02:30,山东德州,808,HTTP
111.72.126.240,7.477秒,17-02-26 22:30,江西吉安,808,HTTP
60.176.238.135,2.203秒,17-02-26 22:30,浙江杭州,808,HTTP
183.164.101.146,0.173秒,17-02-28 21:27,安徽宿州,8998,HTTP
111.72.244.250,7.486秒,17-02-28 21:27,江西鹰潭,808,HTTP
125.120.42.199,0.223秒,17-02-27 19:30,浙江杭州,808,HTTP
111.72.127.25,1.048秒,17-02-27 19:24,江西吉安,808,HTTP
113.123.77.149,0.735秒,17-02-27 18:00,山东滨州,808,HTTP
125.118.74.106,1.929秒,17-02-27 17:54,浙江杭州,808,HTTP
111.76.189.191,0.5秒,17-02-27 13:32,江西新余,808,HTTP
119.5.0.88,0.243秒,17-02-27 13:31,四川南充,808,HTTP
125.118.78.129,0.286秒,17-02-28 13:26,浙江杭州,808,HTTP
61.128.237.77,0.319秒,17-02-28 13:19,重庆,8998,HTTP
119.5.0.130,0.323秒,17-02-28 17:32,四川南充,808,HTTP
175.155.25.95,0.236秒,17-02-28 17:31,四川德阳,808,HTTP
125.120.200.238,2.292秒,17-02-28 02:45,浙江杭州,808,HTTP
125.118.145.4,1.59秒,17-02-28 02:40,浙江杭州,808,HTTP
182.88.36.21,0.33秒,17-03-01 10:27,广西南宁,8123,HTTP
115.198.33.191,0.463秒,17-03-01 10:27,浙江杭州,808,HTTP
180.153.87.22,6.682秒,17-02-28 05:45,上海,18080,HTTP
220.191.103.10,1.558秒,17-02-28 05:44,浙江杭州,808,HTTP
175.155.152.22,1.179秒,17-03-01 03:54,四川德阳,8888,HTTP
183.141.153.125,4.202秒,17-03-01 03:54,浙江嘉兴,3128,HTTP
175.155.244.55,1.265秒,17-02-28 23:50,四川德阳,808,HTTP
106.46.136.59,0.498秒,17-02-28 23:50,,808,HTTP
60.176.235.71,0.194秒,17-02-28 10:27,浙江杭州,808,HTTP
180.175.165.37,0.197秒,17-02-28 10:27,上海,63000,HTTP
175.155.24.75,1.016秒,17-03-01 14:10,四川德阳,808,HTTP
111.72.245.36,3.403秒,17-03-01 14:09,江西鹰潭,808,HTTP
125.120.201.238,2.299秒,17-02-26 10:20,浙江杭州,808,HTTP
106.46.136.110,5.066秒,17-02-26 10:11,,808,HTTP
113.123.77.196,0.713秒,17-02-26 19:54,山东滨州,808,HTTP
119.5.218.110,0.319秒,17-02-26 19:54,四川眉山,808,HTTP
175.155.24.19,0.839秒,17-03-01 07:40,四川德阳,808,HTTP
175.155.25.27,0.243秒,17-03-01 07:40,四川德阳,808,HTTP
125.118.147.176,0.189秒,17-02-26 14:00,浙江杭州,808,HTTP
106.46.136.100,0.416秒,17-02-26 14:00,,808,HTTP
220.191.101.238,0.251秒,17-02-27 06:30,浙江杭州,808,HTTP
115.198.38.253,5.923秒,17-02-27 06:27,浙江杭州,808,HTTP
113.121.244.198,0.169秒,17-02-27 02:30,山东德州,808,HTTP
113.121.241.151,0.196秒,17-02-27 02:27,山东德州,808,HTTP
60.176.235.227,4.427秒,17-02-26 22:27,浙江杭州,808,HTTP
106.46.136.164,0.713秒,17-02-26 22:22,,808,HTTP
106.46.136.107,1.187秒,17-02-28 21:22,,808,HTTP
106.46.136.224,1.635秒,17-02-28 21:22,,808,HTTP
115.204.28.64,2.633秒,17-02-27 19:22,浙江杭州,808,HTTP
58.208.246.255,0.689秒,17-02-27 19:20,江苏苏州,8998,HTTP
59.32.95.175,2.052秒,17-02-27 17:51,广东梅州,808,HTTP
125.121.123.170,0.153秒,17-02-27 17:45,浙江杭州,808,HTTP
115.198.38.174,0.555秒,17-02-27 13:27,浙江杭州,808,HTTP
125.120.9.215,0.189秒,17-02-27 13:26,浙江杭州,808,HTTP
113.123.78.20,1.473秒,17-02-28 13:18,山东滨州,808,HTTP
111.72.126.143,0.248秒,17-02-28 13:14,江西吉安,808,HTTP
106.46.136.209,1.135秒,17-02-28 17:27,,808,HTTP
110.73.3.252,3.426秒,17-02-28 17:21,广西防城港,8123,HTTP
60.176.235.210,3.33秒,17-02-28 02:37,浙江杭州,808,HTTP
175.155.243.14,0.695秒,17-02-28 02:37,四川德阳,808,HTTP
124.118.182.134,1.534秒,17-03-01 10:18,新疆和田地区,8998,HTTP
106.46.125.49,3.124秒,17-03-01 10:18,,808,HTTP
113.69.254.131,0.181秒,17-02-28 05:36,广东佛山,808,HTTP
220.191.12.107,0.348秒,17-02-28 05:31,浙江杭州,808,HTTP
119.5.0.37,0.226秒,17-03-01 03:50,四川南充,808,HTTP
115.204.24.144,3.657秒,17-03-01 03:44,浙江杭州,808,HTTP
60.176.236.173,4.037秒,17-02-28 23:47,浙江杭州,808,HTTP
106.46.136.31,4.164秒,17-02-28 23:47,,808,HTTP
119.1.106.68,4.22秒,17-02-28 10:20,贵州黔西南州,8998,HTTP
171.38.171.46,0.287秒,17-02-28 10:18,广西钦州,8123,HTTP
106.46.136.244,0.189秒,17-03-01 14:08,,808,HTTP
113.123.79.25,0.837秒,17-03-01 14:04,山东滨州,808,HTTP
106.46.136.138,6.421秒,17-02-26 10:03,,808,HTTP
119.5.0.96,0.232秒,17-02-26 10:01,四川南充,808,HTTP
58.208.138.28,5.054秒,17-02-26 19:50,江苏苏州,8998,HTTP
111.76.187.61,0.566秒,17-02-26 19:45,江西新余,808,HTTP
115.204.45.247,4.475秒,17-03-01 07:38,浙江杭州,8998,HTTP
175.155.25.49,0.967秒,17-03-01 07:34,四川德阳,808,HTTP
111.72.126.113,0.365秒,17-02-26 14:00,江西吉安,808,HTTP
125.118.73.249,0.173秒,17-02-26 13:55,浙江杭州,808,HTTP
175.155.25.30,0.278秒,17-02-27 06:21,四川德阳,808,HTTP
125.121.117.170,0.33秒,17-02-27 06:20,浙江杭州,808,HTTP
111.72.126.19,1.23秒,17-02-27 02:27,江西吉安,808,HTTP
115.204.29.74,0.281秒,17-02-27 02:27,浙江杭州,808,HTTP
123.169.86.89,1.65秒,17-02-26 22:21,山东淄博,808,HTTP
125.122.119.119,0.768秒,17-02-26 22:18,浙江杭州,808,HTTP
125.121.121.128,1.93秒,17-02-28 21:18,浙江杭州,808,HTTP
106.46.4.58,3.24秒,17-02-28 21:18,,808,HTTP
125.118.244.122,0.257秒,17-02-27 19:20,浙江杭州,808,HTTP
115.230.140.197,0.267秒,17-02-27 19:16,浙江嘉兴,8998,HTTP
59.63.123.71,0.563秒,17-02-27 17:45,江西南昌,808,HTTP
119.5.1.39,0.3秒,17-02-27 17:41,四川南充,808,HTTP
125.121.119.117,0.829秒,17-02-27 13:26,浙江杭州,808,HTTP
125.118.145.10,0.205秒,17-02-27 13:23,浙江杭州,808,HTTP
121.204.165.159,3.24秒,17-02-28 13:13,福建厦门,8118,HTTP
110.72.29.225,5.676秒,17-02-28 13:09,广西贵港,8123,HTTP
106.46.136.95,1.598秒,17-02-28 17:20,,808,HTTP
125.121.119.244,0.212秒,17-02-28 17:19,浙江杭州,808,HTTP
115.204.29.100,0.411秒,17-02-28 02:36,浙江杭州,808,HTTP
125.118.77.207,2.114秒,17-02-28 02:36,浙江杭州,808,HTTP
110.73.6.145,1.915秒,17-03-01 10:18,广西防城港,8123,HTTP
110.72.22.91,0.366秒,17-03-01 10:18,广西贵港,8123,HTTP
125.118.147.113,0.258秒,17-02-28 05:27,浙江杭州,808,HTTP
125.120.202.48,0.968秒,17-02-28 05:27,浙江杭州,808,HTTP
110.72.39.103,0.252秒,17-03-01 03:37,广西贵港,8123,HTTP
175.155.247.204,1.568秒,17-03-01 03:36,四川德阳,808,HTTP
106.46.136.238,0.171秒,17-02-28 23:46,,808,HTTP
119.5.1.50,0.238秒,17-02-28 23:42,四川南充,808,HTTP
125.121.113.222,0.3秒,17-02-28 10:09,浙江杭州,808,HTTP
125.121.122.161,0.537秒,17-02-28 10:09,浙江杭州,808,HTTP
125.121.112.246,2.257秒,17-03-01 14:03,浙江杭州,808,HTTP
106.46.136.207,1.483秒,17-03-01 14:03,,808,HTTP
125.122.168.166,0.154秒,17-02-26 10:00,浙江杭州,808,HTTP
125.121.122.57,0.207秒,17-02-26 09:55,浙江杭州,808,HTTP
115.200.91.233,0.129秒,17-02-26 19:45,浙江杭州,80,HTTP
180.125.212.181,2.444秒,17-02-26 19:40,江苏徐州,8998,HTTP
113.123.76.60,0.419秒,17-03-01 07:32,山东滨州,808,HTTP
175.155.24.45,0.265秒,17-03-01 07:31,四川德阳,808,HTTP
220.191.12.68,0.375秒,17-02-26 13:55,浙江杭州,808,HTTP
125.120.205.177,0.289秒,17-02-26 13:55,浙江杭州,808,HTTP
119.132.116.154,0.242秒,17-02-27 06:20,广东珠海,808,HTTP
125.118.151.102,0.423秒,17-02-27 06:20,浙江杭州,808,HTTP
111.76.167.142,0.203秒,17-02-27 02:21,江西新余,808,HTTP
60.176.233.225,2.256秒,17-02-27 02:20,浙江杭州,808,HTTP
123.169.88.237,2.078秒,17-02-26 22:18,山东淄博,808,HTTP
60.176.236.172,0.58秒,17-02-26 22:10,浙江杭州,808,HTTP
125.118.242.130,5.17秒,17-02-28 21:17,浙江杭州,808,HTTP
1.206.148.201,3.518秒,17-02-28 21:12,贵州六盘水,8998,HTTP
125.121.123.172,0.166秒,17-02-27 19:10,浙江杭州,808,HTTP
125.118.246.242,1.753秒,17-02-27 19:10,浙江杭州,808,HTTP
110.73.55.6,7.517秒,17-02-27 17:36,广西南宁,8123,HTTP
175.155.24.30,0.42秒,17-02-27 17:30,四川德阳,808,HTTP
125.120.201.52,0.276秒,17-02-27 13:19,浙江杭州,808,HTTP
144.0.71.137,0.782秒,17-02-27 13:18,山东,808,HTTP
110.73.10.13,5.615秒,17-02-28 13:01,广西防城港,8123,HTTP
106.46.136.237,0.168秒,17-02-28 13:00,,808,HTTP
125.118.247.205,0.242秒,17-02-28 17:18,浙江杭州,808,HTTP
125.118.148.112,0.16秒,17-02-28 17:18,浙江杭州,808,HTTP
106.46.136.38,0.13秒,17-02-28 02:34,,808,HTTP
117.71.209.173,1.296秒,17-02-28 02:33,安徽合肥,8998,HTTP
121.31.71.114,0.287秒,17-03-01 10:18,广西梧州,8123,HTTP
203.90.144.145,0.126秒,17-03-01 10:10,黑龙江大庆,80,HTTP
125.118.75.104,0.194秒,17-02-28 05:27,浙江杭州,808,HTTP
125.120.203.171,3.738秒,17-02-28 05:27,浙江杭州,808,HTTP
113.69.166.151,0.741秒,17-03-01 03:36,广东佛山,808,HTTP
60.176.239.3,3.794秒,17-03-01 03:36,浙江杭州,808,HTTP
106.46.136.37,1.412秒,17-02-28 23:41,,808,HTTP
106.46.136.121,2.884秒,17-02-28 23:40,,808,HTTP
113.123.79.194,0.213秒,17-02-28 10:09,山东滨州,808,HTTP
106.46.136.103,0.14秒,17-02-28 10:00,,808,HTTP
106.46.136.220,0.49秒,17-03-01 14:02,,808,HTTP
121.206.16.252,0.748秒,17-03-01 14:01,福建漳州,8998,HTTP
171.38.190.44,1.344秒,17-02-26 09:54,广西钦州,8123,HTTP
171.38.175.74,0.331秒,17-02-26 09:54,广西钦州,8123,HTTP
112.74.126.182,4.098秒,17-02-26 19:37,广东佛山,3128,HTTP
115.204.30.132,0.25秒,17-02-26 19:32,浙江杭州,808,HTTP
58.241.58.208,0.315秒,17-03-01 07:29,江苏常州,808,HTTP
125.118.73.191,4.54秒,17-03-01 07:27,浙江杭州,808,HTTP
110.73.10.191,0.324秒,17-02-26 13:53,广西防城港,8123,HTTP
27.159.124.121,0.195秒,17-02-26 13:45,福建莆田,8118,HTTP
125.120.202.148,0.14秒,17-02-27 06:18,浙江杭州,808,HTTP
125.118.148.211,0.245秒,17-02-27 06:18,浙江杭州,808,HTTP
111.76.133.125,2.455秒,17-02-27 02:20,江西新余,808,HTTP
171.38.79.192,0.308秒,17-02-27 02:20,广西玉林,8123,HTTP
49.73.169.9,1.4秒,17-02-26 22:10,江苏苏州,8998,HTTP
14.109.110.14,0.365秒,17-02-26 22:01,重庆,8998,HTTP
106.46.136.66,0.147秒,17-02-28 21:11,,808,HTTP
119.5.1.19,0.228秒,17-02-28 21:11,四川南充,808,HTTP
125.118.245.28,2.031秒,17-02-27 19:01,浙江杭州,808,HTTP
125.120.205.210,0.184秒,17-02-27 19:00,浙江杭州,808,HTTP
125.83.192.45,0.336秒,17-02-27 17:20,重庆,8998,HTTP
175.155.71.21,0.459秒,17-02-27 17:18,四川德阳,808,HTTP
115.198.39.71,6.529秒,17-02-27 13:18,浙江杭州,808,HTTP
111.76.189.199,0.482秒,17-02-27 13:12,江西新余,808,HTTP
182.245.106.103,3.362秒,17-02-28 13:00,云南昆明,8998,HTTP
110.73.4.171,6.324秒,17-02-28 13:00,广西防城港,8123,HTTP
125.121.115.176,0.262秒,17-02-28 17:18,浙江杭州,808,HTTP
106.46.136.221,0.134秒,17-02-28 17:11,,808,HTTP
113.69.37.131,1.395秒,17-02-28 02:30,广东佛山,808,HTTP
171.38.87.163,0.269秒,17-02-28 02:27,广西玉林,8123,HTTP
125.120.204.36,0.233秒,17-03-01 10:03,浙江杭州,808,HTTP
115.198.36.4,3.446秒,17-02-28 05:25,浙江杭州,808,HTTP
125.121.114.210,1.899秒,17-02-28 05:22,浙江杭州,808,HTTP
110.72.22.211,4.483秒,17-03-01 03:32,广西贵港,8123,HTTP
175.155.25.14,0.308秒,17-03-01 03:31,四川德阳,808,HTTP
175.155.24.55,0.251秒,17-02-28 23:40,四川德阳,808,HTTP
106.46.136.24,0.629秒,17-02-28 23:36,,808,HTTP
111.72.127.141,2.82秒,17-02-28 09:56,江西吉安,808,HTTP
125.120.201.30,7.799秒,17-02-28 09:54,浙江杭州,808,HTTP
115.198.34.188,0.233秒,17-03-01 14:01,浙江杭州,808,HTTP
106.46.136.23,5.304秒,17-03-01 14:00,,808,HTTP
125.118.72.253,0.343秒,17-02-26 09:50,浙江杭州,808,HTTP
125.121.123.237,1.236秒,17-02-26 09:36,浙江杭州,808,HTTP
125.121.115.45,0.175秒,17-02-26 19:23,浙江杭州,808,HTTP
58.208.186.221,0.734秒,17-02-26 19:23,江苏苏州,8998,HTTP
125.118.146.157,0.6秒,17-03-01 07:27,浙江杭州,808,HTTP
119.5.1.54,0.234秒,17-03-01 07:23,四川南充,808,HTTP
27.18.10.168,0.112秒,17-02-26 13:43,湖北武汉,8123,HTTP
180.123.49.72,0.185秒,17-02-26 13:41,江苏徐州,8998,HTTP
113.121.245.225,0.242秒,17-02-27 06:13,山东德州,808,HTTP
106.46.136.108,0.492秒,17-02-27 06:12,,808,HTTP
171.39.1.71,0.279秒,17-02-27 02:20,广西百色,8123,HTTP
220.191.103.174,0.342秒,17-02-27 02:20,浙江杭州,808,HTTP
125.120.204.185,2.587秒,17-02-26 22:00,浙江杭州,808,HTTP
183.128.181.135,0.419秒,17-02-26 22:00,浙江杭州,808,HTTP
27.19.118.60,0.518秒,17-02-28 21:10,湖北武汉,8998,HTTP
125.118.245.205,6.162秒,17-02-28 21:05,浙江杭州,808,HTTP
125.118.241.38,3.165秒,17-02-27 18:54,浙江杭州,808,HTTP
220.191.100.205,0.274秒,17-02-27 18:50,浙江杭州,808,HTTP
60.176.235.153,5.176秒,17-02-27 17:13,浙江杭州,808,HTTP
110.73.10.131,6.225秒,17-02-27 17:09,广西防城港,8123,HTTP
119.5.1.2,0.208秒,17-02-27 13:12,四川南充,808,HTTP
